╧ О/О;ьРПХУ-ЙНД ОЮПРХХ;мЮХЛЕМНБЮМХЕ РНБЮПЮ;оНЯРЮБЫХЙ;дЮРЮ ОПХУНДМНЦН ДНЙСЛЕМРЮ;мНЛЕП ОПХУНДМНЦН ДНЙСЛЕМРЮ;дЮРЮ МЮЙКЮДМНИ;мНЛЕП МЮЙКЮДМНИ;йНК-БН;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ АЕГ мдя;яРЮБЙЮ мдя ОНЯРЮБЫХЙЮ;яСЛЛЮ мдя;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ Я мдя
2045;200200077997;911-ьюлосмэ бхрюлхм. д/бняярюм.+охрюмхе 150лк.;гДПЮБЯЕПБХЯ;16.09.2021;2003688;16.09.2021;E12773621/37681689;1;82.43;20%;16.49;98.91
2046;200200077999;дхлейяхд 100лк. йнмж. д/п-пю д/мюпсф.опхл. /индмше реумнкнцхх х люпйерхмц/;юБЕЯРЮ ;16.09.2021;2003690;16.09.2021;л2869384;1;68.43;10%;6.84;75.27
2047;200200078004;южхйкнбхп-юйпхухм 200лц. ╧20 рюа. /юйпхухм/;юБЕЯРЮ ;16.09.2021;2003691;16.09.2021;л2871383;1;46.68;10%;4.67;51.35
2048;200200078012;яеперхд 25лйц.+50лйц/днгю 120днг ющпнгнкэ /цкюйян/;юБЕЯРЮ ;16.09.2021;2003691;16.09.2021;л2871383;1;858.55;10%;85.86;944.41
2049;200200078017;индхмнк 100лк. п-п д/леярмнцн х мюпсф.опхл. тк. /яюлюпюледопнл/;юБЕЯРЮ ;16.09.2021;2003692;16.09.2021;2871383;1;13.55;10%;1.36;14.91
2050;200200078027;аюменжхм 10ц. ╧1 онп. д/мюпсф.опхл. тк./днг.;оПНРЕЙ;16.09.2021;2003695;16.09.2021;165858114-001;1;365.13;10%;36.51;401.64
2051;200200078029;цюкюгнкхм 0,05% 10лк. ╧1 мюгюк.йюокх тк./йюо. /онкэтю/;оПНРЕЙ;16.09.2021;2003695;16.09.2021;165858114-001;1;24.47;10%;2.45;26.92
2052;200200078040;лхйндепхк 1% 10лк. ╧1 п-п д/мюпсф.опхл. тк./йюо.;оПНРЕЙ;16.09.2021;2003695;16.09.2021;165858114-001;1;401.72;10%;40.17;441.89
2053;200200078043;янкцюп тнкюр (лерютнкхм) 400лйц. ╧50 рюа.;оПНРЕЙ;16.09.2021;2003695;16.09.2021;165858114-001;1;690.08;20%;138.02;828.10
2054;200200078048;юйюрхмнк лелюмрхм 20лц. ╧56 рюа. о/о/н /лепж тюплю/;юПЮК ОКЧЯ;17.09.2021;2003699;16.09.2021;8303115;1;4476.65;10%;447.66;4924.31
2055;200200078049;аерюцхярхм 16лц. ╧30 рюа. /йюмнмтюплю/;юПЮК ОКЧЯ;17.09.2021;2003699;16.09.2021;8303115;1;61.37;10%;6.14;67.51
2056;200200078053;жхммюпхгхм-янтюплю 25лц. ╧50 рюа.;юПЮК ОКЧЯ;17.09.2021;2003699;16.09.2021;8303115;1;54.05;10%;5.41;59.46
2057;200200078055;юктюбхр йкюяяхй ╧60 рюа.;юПЮК ОКЧЯ;17.09.2021;2003700;16.09.2021;8303114;1;246.81;20%;49.36;296.17
2058;200200078064;щгхйкем 176лк. ╧2 йнмж. д/п-пю д/опхелю бмсрпэ;юПЮК ОКЧЯ;17.09.2021;2003700;16.09.2021;8303114;1;647.67;10%;64.77;712.44
2059;200200078065;ахнонйпнб лхйнг кюй йнялер. 6лк.+10 охкнй;"ннн ""юЙЖЕМРЛЕД""";17.09.2021;2003701;17.09.2021;бл0376582;1;417.23;20%;83.45;500.67
2060;200200078066;ахтхдслаюйрепхм 5днг ╧30 йюоя. /щйнонкхя/;"ннн ""юЙЖЕМРЛЕД""";17.09.2021;2003701;17.09.2021;бл0376582;1;203.05;10%;20.30;223.35
2061;200200078067;бнкэрюпем 100лц. ╧5 ясоо. пейр.;"ннн ""юЙЖЕМРЛЕД""";17.09.2021;2003701;17.09.2021;бл0376582;1;230.54;10%;23.05;253.59
2062;200200078070;хгнтпю 1,25% 15лк. мюгюк.яопеи;"ннн ""юЙЖЕМРЛЕД""";17.09.2021;2003701;17.09.2021;бл0376582;1;354.65;10%;35.46;390.11
2063;200200078077;бхюцпю 100лц. ╧1 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;721.33;10%;72.13;793.46
2064;200200078078;бхгхм йкюяяхвеяйхи 0,05% 15лк. ╧1 цк.йюокх;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;307.05;10%;30.71;337.76
2065;200200078079;дпхорюм 5лц. ╧30 рюа.;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;670.25;10%;67.03;737.28
2066;200200078080;кнгюо окчя 50лц.+12,5лц. ╧30 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;294.29;10%;29.43;323.72
2067;200200078085;яхпно накеохую мю янпахре 250лк.;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;99.59;10%;9.96;109.55
2068;200200078090;юяйнпахмйю йюкэжхи ╧14 рюа. (аюд);йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;15.17;20%;3.03;18.20
2069;200200078095;гднпнбши бшанп яанп ╧5 д/оевемх 1,5ц. ╧20;йЮРПЕМ Ц.уХЛЙХ;17.09.2021;2003702;16.09.2021;8058319-30;1;49.70;20%;9.94;59.64
2070;200200078098;йбхйя яхкю нйеюмю 30лк. мюгюк.яопеи /аепкхм уелх/;оСКЭЯ ;17.09.2021;2003704;17.09.2021;апм00669544;1;292.16;10%;29.22;321.38
2071;200200078101;рюдюкютхк-яг 20лц. ╧4 рюа. о/о/н;оСКЭЯ ;17.09.2021;2003704;17.09.2021;апм00669544;1;271.57;10%;27.16;298.73
2072;200200078108;цебхяйнм 150лк. лърм. ясяо. д/опхелю бмсрпэ тк.;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;171.41;10%;17.14;188.55
2073;200200078112;гндюй 10лц. ╧30 рюа. о/о/н /гемрхбю/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;222.16;10%;22.22;244.38
2074;200200078115;йкюпхрхм 10лц. ╧30 рюа. /ьепхмц-окюс/аюиеп/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;323.12;10%;32.31;355.43
2075;200200078116;йн-дюкэмебю 5лц+2,5лц.+8лц. ╧30 рюа.;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;510.69;10%;51.07;561.76
2076;200200078121;кнпюрюдхм-ребю 10лц. ╧10 рюа. /ребю/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;103.90;10%;10.39;114.29
2077;200200078122;лекнйяхйюл астся 10лц/лк. 1,5лк. ╧5 п-п д/б/л юло. /намнбкемхе/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;342.98;10%;34.30;377.28
2078;200200078124;мхлскхд 100лц. ╧20 рюа. д/пюяя.;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;289.20;10%;28.92;318.12
2079;200200078126;мспнтюяр тнпре 400лц. ╧20 рюа. о/о/н /нанкемяйне/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;105.80;10%;10.58;116.38
2080;200200078140;жетейнм д 50лц. ╧10 ясоо. пейр. д/дер. 1-3лея. /мхфтюпл/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;18.84;10%;1.88;20.72
2081;200200078141;щлюмепю 20лц. ╧28 йюоя. йь.пюярб. /KRKA/;оСКЭЯ ;17.09.2021;2003705;17.09.2021;апм00669545;1;162.51;10%;16.25;178.76
2082;200200078142;юйпхдепл 0,05% 30ц. ╧1 люгэ д/мюпсф.опхл. рсаю /юйпхухм/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;100.29;10%;10.03;110.32
2083;200200078143;юмнпн щккхорю 22лйц+55лйц/днгю 30днг онп. д/хмц. днгхп. /цкюйян/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;1917.73;10%;191.77;2109.50
2084;200200078147;бепньохкюйрнм 25лц. ╧20 рюа. /нанкемяйне/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;58.25;10%;5.83;64.08
2085;200200078150;бнащмгхл ╧200 рюа.йь/пюярб. о/н;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;2383.55;10%;238.36;2621.91
2086;200200078152;цейянпюк рюая йкюяяхй ╧16 юоекэяхм рюа. д/пюяя.;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;167.05;10%;16.71;183.76
2087;200200078154;цеоюрпнлахм ц 20ц. ╧1 люгэ д/пейр. х мюпсфм.опхл. рсаю /уелнтюпл/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;272.24;10%;27.22;299.46
2088;200200078160;дхсбеп 5лц. ╧20 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;303.05;10%;30.31;333.36
2089;200200078164;йюкэжхъ цкчйнмюр 10% 5лк. ╧10 п-п д/б/б,б/л ббед. юло. /щккюпю/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;70.00;10%;7.00;77.00
2090;200200078167;йкнрпхлюгнк 100лц. ╧6 рюа. бюц. /цкюйян/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;35.37;10%;3.54;38.91
2091;200200078170;кнгюо 100лц. ╧90 рюа. о/о/н /гемрхбю/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;674.00;10%;67.40;741.40
2092;200200078173;мхрпнйянкхм 50лц. ╧50 рюа. о/н /ахняхмрег/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;254.55;10%;25.46;280.01
2093;200200078176;нмхуеко 5% 2,5лк. кюй д/мнцреи;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;762.51;10%;76.25;838.76
2094;200200078177;нткнлекхд 50ц. люгэ /яхмрег/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;197.46;10%;19.75;217.21
2095;200200078178;пнлюьйх жберйх 50ц. /йпюямнцнпяй/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;50.32;10%;5.03;55.35
2096;200200078180;яхмсопер ╧50 рюа.о/н (дпюфе);цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;414.65;10%;41.47;456.12
2097;200200078181;янкоюдехм тюяр ╧12 рюа.пюярб.;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;202.39;10%;20.24;222.63
2098;200200078186;рпхокхйяюл 10лц.+2,5лц.+10лц. ╧30 рюа. о/о/н;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;731.15;10%;73.12;804.27
2099;200200078187;скэйюбхя 120лц. ╧56 рюа. о/о/н /KRKA/;цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003706;17.09.2021;21-0-605686;1;312.62;10%;31.26;343.88
2100;200200078198;вюи ахн сяонйюхб. бевепмхи 2ц. ╧20 оюй. /щбюкюп/ (аюд);цпюмд йюохрюк ялнкемяй ннн тй;17.09.2021;2003707;17.09.2021;21-0-605687;1;106.13;20%;21.23;127.36
2101;200200078199;смцю-айо аюмдюф онякеноепюж. п.7 /юпр.я-320/;бхррю йнлоюмх ннн;17.09.2021;2003708;17.09.2021;49591479;1;489.41;;0.00;489.41
2102;200200078202;лхкдпнмюр 250лц. ╧40 йюоя. /цпхмдейя/;бхррю йнлоюмх ннн;17.09.2021;2003708;17.09.2021;49591479;1;204.10;10%;20.41;224.51
2103;200200078204;нткнлхк 5% 2,5лк. кюй д/мнцреи кейюпярб. тк.;бхррю йнлоюмх ннн;17.09.2021;2003708;17.09.2021;49591479;1;783.20;10%;78.32;861.52
2104;200200078205;репюткч кхлнм нр цпхоою х опнярсдш ╧14 онп. оюй.;бхррю йнлоюмх ннн;17.09.2021;2003708;17.09.2021;49591479;1;442.20;10%;44.22;486.42
2105;200200078212;цейянпюк 0,2% 40лк. ющпнгнкэ д/леяр.опхл.;оПНРЕЙ;17.09.2021;2003710;17.09.2021;165980863-001;1;291.60;10%;29.16;320.76
2106;200200078214;юйрхтеппхм 30лк. йюокх тк.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;313.76;10%;31.38;345.14
2107;200200078217;юяохпхм-я аюиеп ╧10 ьхо.рюа.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;246.52;10%;24.65;271.17
2108;200200078219;ахтхтнпл аеах 7лк. люяк. п-п тк./йюо.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;458.10;20%;91.62;549.72
2109;200200078220;бхапнжхк 15лк. мюгюк.йюокх тк./йюо.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;253.10;10%;25.31;278.41
2110;200200078221;аюкэгюл йюпюбюебю бхрюнм 30лк. д/онкнярх прю;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;165.33;20%;33.07;198.40
2111;200200078222;бхрюрейю люякн кхлнмю 10лк. щтхпмне;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;31.46;20%;6.29;37.75
2112;200200078223;бхрюрейю люякн лърш 10лк. щтхпмне;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;41.25;20%;8.25;49.50
2113;200200078226;цюярюк ╧60 рюа. д/пюяя.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;416.55;10%;41.66;458.21
2114;200200078230;д-оюмремнк-мхфтюпл 5% 30ц. люгэ;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;204.32;10%;20.43;224.75
2115;200200078232;дхюйюпа 250лц. ╧30 рюа. /юйпхухм/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;206.50;10%;20.65;227.15
2116;200200078238;днооекэцепж юйрхб люцмхи+бхр. цпсоош б ╧30 рюа.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;296.87;20%;59.37;356.24
2117;200200078242;йюлхярюд аеах 10ц. цекэ;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;268.52;20%;53.70;322.22
2118;200200078244;йбюлюрек 20лц. ╧28 рюа. о/о/н /цеденм пхуреп/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;110.07;10%;11.01;121.08
2119;200200078245;йекрхйюм йнлокейя ╧40 йюоя.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;979.44;20%;195.89;1175.33
2120;200200078250;кхднйюхм 10% 38ц./50лк. ╧1 яопеи д/леяр. х мюпсф.опхл. тк. /щцхя/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;277.95;10%;27.80;305.75
2121;200200078252;кхярепхм нонкюяй. д/онкнярх прю рнрюк 250лк. [LISTERINE];оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;137.23;20%;27.45;164.68
2122;200200078255;лепремхк 5лц. ╧30 рюа. о/о/н /цеденм пхуреп/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;429.34;10%;42.93;472.27
2123;200200078256;лхйндепхк 1% 15ц. ╧1 йпел д/мюпсф.опхл. рсаю;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;315.95;10%;31.59;347.54
2124;200200078258;мнбхмер ╧21 рюа. о/н /цеденм пхуреп/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;418.29;10%;41.83;460.12
2125;200200078260;пеаюцхр 100лц. ╧30 рюа. о/о/н;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;652.05;10%;65.20;717.25
2126;200200078261;пнйя гса.оюярю смн яемяхрхб 74ц. [ROCS];оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;142.58;20%;28.52;171.10
2127;200200078264;яхдмнтюпл 2лц. ╧30 рюа.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;179.39;10%;17.94;197.33
2128;200200078265;яхяреим скэрпю окчя 10лк. цк.йюокх;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;416.61;10%;41.66;458.27
2129;200200078266;ялейрю бюмхкэ 3ц. ╧10 онп. /хояем/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;122.00;10%;12.20;134.20
2130;200200078267;яохпскхмю бщк 500лц. ╧120 рюа.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;237.37;20%;47.47;284.84
2131;200200078269;ярноопнакел княэнм яюкхжхкнбши д/йнла. йнфх 100лк. [STOPPROBLEM];оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;63.76;20%;12.75;76.51
2132;200200078270;ярпеояхкя щйяопеяя 20лк. яопеи д/леяр.опхл. днг.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;221.50;10%;22.15;243.65
2133;200200078271;ясопюярхмейя 5лц. ╧14 рюа. о/н;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;352.94;10%;35.29;388.23
2134;200200078272;рюцхярю 24лц. ╧30 рюа. /мхфтюпл/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;98.31;10%;9.83;108.14
2135;200200078274;рпнлакеяя окчя 30ц. цекэ /мхфтюпл/;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;391.60;10%;39.16;430.76
2136;200200078277;трнпндемр нонкюяй. гюыхрю нр йюпхеяю 275лк.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;34.59;20%;6.92;41.51
2137;200200078279;жхярнм ╧100 рюа.;оПНРЕЙ;17.09.2021;2003711;17.09.2021;165976093-003;1;379.40;10%;37.94;417.34
2138;200200078283;лейяхопхл 50лц/лк. 5лк. ╧5 п-п д/хм. юло. /мхфтюпл/;оПНРЕЙ;17.09.2021;2003712;17.09.2021;165976093-002;1;294.58;10%;29.46;324.04
2139;200200078289;кнпхярю 100лц. ╧60 рюа. о/о/н /KRKA/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003721;18.09.2021;21-0-608629;1;391.15;10%;39.12;430.27
2140;200200078292;юбндюпр 0,5лц. ╧90 йюоя.;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;3721.11;10%;372.11;4093.22
2141;200200078294;юпрпнгхкем 320лц. ╧10 йюоя. /днлое/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;230.73;10%;23.07;253.80
2142;200200078295;юрнпхя 20лц. ╧90 рюа. о/о/н /KRKA/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;963.45;10%;96.35;1059.80
2143;200200078298;гнкнрюъ гбегдю аюкэгюл 4ц. ╧1 люгэ д/мюпсф.опхл. аюмйю;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;83.76;10%;8.38;92.14
2144;200200078300;ахйяхрнп 90лц. ╧30 рюа. о/о/н;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;665.48;10%;66.55;732.03
2145;200200078301;ахтхдслаюйрепхм 500лкм.йне 0,85ц. ╧30 онп. д/опхелю бмсрпэ х леяр.опхл. оюй. /опнахнтюпл/юбюм/оюпрмеп/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;225.61;10%;22.56;248.17
2146;200200078304;бюкяюпрюм 80лц. ╧30 рюа. о/о/н /нгнм/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;214.92;10%;21.49;236.41
2147;200200078306;бхрюопняр 100/20лц. ╧20 рюа. о/н /мхфтюпл/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;1251.33;10%;125.13;1376.46
2148;200200078310;дхйкнтемюй 100лц. ╧10 ясоо. пейр. /юкэртюпл/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;75.34;10%;7.53;82.87
2149;200200078311;дхйкнтемюй 50лц. ╧10 ясоо. пейр. /юкэртюпл/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;51.48;10%;5.15;56.63
2150;200200078312;днйрнп лнл тхрн 20ц. люгэ;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;163.93;10%;16.39;180.32
2151;200200078316;йкемгхр я 15ц. цекэ д/мюпсф.опхл. ╧1;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;632.91;10%;63.29;696.20
2152;200200078320;йнпнмюк 5лц. ╧100 рюа. о/о/н /гемрхбю/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;226.23;10%;22.62;248.85
2153;200200078321;йяюкюйнл 2,5лк. цк.йюокх тк.;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;726.35;10%;72.64;798.99
2154;200200078327;лейяхднк 50лц/лк. 5лк. ╧5 п-п д/б/б,б/л юло. /тюплюянтр/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;379.27;10%;37.93;417.20
2155;200200078331;мхрпняопеи 1% 0,4лц/днгю 10лк. яопеи ондзъгшв. /тюплярюмдюпр-кейяпедярбю/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;83.02;10%;8.30;91.32
2156;200200078332;мхтедхохм 10лц. ╧50 рюа. о/о/н /нгнм/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;29.03;10%;2.90;31.93
2157;200200078335;яслюлед 125лц. ╧6 рюа. о/о/н /окхбю/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;276.37;10%;27.64;304.01
2158;200200078338;реаюмрхм 300лц. ╧50 йюоя. /цеденм пхуреп/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;657.97;10%;65.80;723.77
2159;200200078341;рпнйяепсрхм бпюлед 300лц. ╧50 йюоя.;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;284.16;10%;28.42;312.58
2160;200200078343;тхгхнремг 0,2лц. ╧14 рюа. о/о/н /щаанрр/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003722;18.09.2021;21-0-608243;1;238.14;10%;23.81;261.95
2161;200200078349;днапнйюл 250лц. ╧30 рюа. /юбейяхлю/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;140.77;10%;14.08;154.85
2162;200200078351;кхмйюя нпбх 5,6ц. ╧10 цпюм. д/п-пю д/опхелю бмсрпэ яюье;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;193.10;10%;19.31;212.41
2163;200200078356;янтэъ йпел д/мнц щйярпюйр охъбйх 125лк.;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;81.87;20%;16.37;98.24
2164;200200078357;ясднйпел 125ц. йпел;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;349.50;20%;69.90;419.40
2165;200200078358;ясярюбхр цекэ-аюкэгюл д/рекю лслхе+яюаекэмхй 125лк.;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;52.24;20%;10.45;62.69
2166;200200078361;жх-йкхл бхрюлхмш д/фемыхм 45+ ╧60 рюа. /щбюкюп/;цпюмд йюохрюк ялнкемяй ннн тй;18.09.2021;2003723;18.09.2021;21-0-608244;1;341.28;20%;68.26;409.54
2167;200200078363;южж-кнмц 600лц. ╧10 ьхо.рюа. /яюмднг/;оСКЭЯ ;18.09.2021;2003724;17.09.2021;апм00672765;1;309.99;10%;31.00;340.99
2168;200200078369;юпйнйяхю 30лц. ╧28 рюа. о/о/н;оСКЭЯ ;18.09.2021;2003728;17.09.2021;апм00672856;1;665.02;10%;66.50;731.52
2169;200200078370;юпйнйяхю 60лц. ╧14 рюа. о/о/н;оСКЭЯ ;18.09.2021;2003728;17.09.2021;апм00672856;1;529.51;10%;52.95;582.46
2170;200200078372;днооекэцепж юйрхб A-Z дн жхмйю ╧30 рюа.;оСКЭЯ ;18.09.2021;2003728;17.09.2021;апм00672856;1;354.72;20%;70.94;425.66
2171;200200078376;пемч п-п д/кхмг MULTIPLUS 240лк. [RENU];оСКЭЯ ;18.09.2021;2003728;17.09.2021;апм00672856;1;313.96;10%;31.40;345.36
2172;200200078381;реплнлерп лед. люйя. реплнлерпхв. д/кецй. бярпъу. тср.;оСКЭЯ ;18.09.2021;2003728;17.09.2021;апм00672856;1;181.93;;0.00;181.93
2173;200200078385;юйяюлнм 20лц. ╧50 рюа.;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;876.01;10%;87.60;963.61
2174;200200078388;ахйяхрнп 90лц. ╧10 рюа. о/о/н;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;264.60;10%;26.46;291.06
2175;200200078394;бюлкняер 5лц.+80лц. ╧30 рюа. о/о/н;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;313.48;10%;31.35;344.83
2176;200200078396;цебхяйнм дбнимне деиярбхе 300лк. ясяо. д/опхелю бмсрпэ тк.;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;309.31;10%;30.93;340.24
2177;200200078400;днкнаеме 90ц. ╧1 цекэ д/мюпсф.опхл. рсаю;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;552.17;10%;55.22;607.39
2178;200200078402;йернмюк 100лц. ╧20 рюа. о/о/н /кей/яюмднг/;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;119.38;10%;11.94;131.32
2179;200200078403;йхотепнм 200лц.+500000ле ╧10 ясоо. пейр./бюцхм.;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;603.30;10%;60.33;663.63
2180;200200078407;кнпхярю мд 100лц.+25лц. ╧30 рюа. о/о/н /KRKA/;оСКЭЯ ;18.09.2021;2003729;17.09.2021;апм00672857;1;438.28;10%;43.83;482.11
